"abra_license"	"dcra_num"	"trade_name"	"abra_class"	"abra_endorsements"	"abra_status"	"dcra_status"	"category"	"dcra_start"	"dcra_exp"	"dcra_issue"	"address"	"city"	"state"	"zip"	"ward"	"anc"	"mpd_dist"	"lat"	"lng"
"ABRA-075795"	"67000761"	"EDDIE'S CARRYOUT "	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2014-12-10T00:00:00.000Z"	"1251 BLADENSBURG ROAD NE"	"WASHINGTON"	"DC"	"20002"	"5"	"5B"	"FIFTH"	"38.906976"	"-76.978528"
	"931315000104"	"EIGTH DAY FAITH COMMUNITY"				"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-20T00:00:00.000Z"	"1658 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.924945"	"-77.038746"
	"931315000104"	"EIGTH DAY FAITH COMMUNITY"				"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-20T00:00:00.000Z"	"1658 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.924945"	"-77.038746"
"ABRA-012509"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013327"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013377"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013855"	"931313000153"	"EINSTEIN BROS BAGELS"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-025040"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-026658"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-092075"	"931313000153"	"EINSTEIN BROS BAGELS"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-094919"	"931313000153"	"EINSTEIN BROS BAGELS"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-097214"	"931313000153"	"EINSTEIN BROS BAGELS"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-099949"	"931313000153"	"EINSTEIN BROS BAGELS"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-02-24T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-090250"	"931312000360"	"EKHO EVENTS INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-09-04T00:00:00.000Z"	"2135 QUEENS CHAPEL ROAD NE"	"WASHINGTON"	"DC"	"20018"	"5"	"5B"	"FIFTH"	"38.919904"	"-76.9724"
"ABRA-070876"	"931315000063"	"EL AMIGO INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-12-01T00:00:00.000Z"	"2016-11-30T00:00:00.000Z"	"2014-12-22T00:00:00.000Z"	"3612 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.936723"	"-77.033094"
"ABRA-074996"	"931312000138"	"EL CAMINO REAL RESTAURANT II"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-04T00:00:00.000Z"	"5217 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4D"	"FOURTH"	"38.953463"	"-77.027311"
"ABRA-084847"	"71102953"	"EL CENTRO D.F."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-02-25T00:00:00.000Z"	"1819 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.914689"	"-77.031546"
"ABRA-006251"	"65000440"	"EL CHALAN RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-01-13T00:00:00.000Z"	"1922 I STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.901157"	"-77.044506"
	"69003991"	"EL DON LLC"				"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-27T00:00:00.000Z"	"4401 14TH STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4C"	"FOURTH"	"38.944186"	"-77.032475"
	"66004030"	"EL POLLO SABROSO"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"3153 MOUNT PLEASANT STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1D"	"FOURTH"	"38.930486"	"-77.037706"
	"66004030"	"EL POLLO SABROSO 1"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"3153 MOUNT PLEASANT STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1D"	"FOURTH"	"38.930486"	"-77.037706"
"ABRA-095249"	"931314000295"	"EL PULGARCITO RESTAURANT LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-07-01T00:00:00.000Z"	"2018-06-30T00:00:00.000Z"	"2016-05-20T00:00:00.000Z"	"5313 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4D"	"FOURTH"	"38.954588"	"-77.027552"
"ABRA-024338"	"66003064"	"EL RINCONCITO CAFE INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-20T00:00:00.000Z"	"1129 11TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2F"	"THIRD"	"38.905414"	"-77.026794"
	"931313000297"	"EL SILVESTRE RESTAURANT INC"				"ACTIVE"	"Restaurant"	"2015-08-01T00:00:00.000Z"	"2017-07-31T00:00:00.000Z"	"2015-07-02T00:00:00.000Z"	"3000 12TH STREET NE"	"WASHINGTON"	"DC"	"20017"	"5"	"5B"	"FIFTH"	"38.927743"	"-76.990872"
"ABRA-099065"	"931315000231"	"EL SOL LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-09-01T00:00:00.000Z"	"1227 11TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2F"	"THIRD"	"38.906604"	"-77.026754"
"ABRA-071179"	"39408745"	"EL TAMARINDO INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1785 FLORIDA AVENUE NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.917167"	"-77.041258"
"ABRA-072165"	"65001349"	"EL TOROGOZ RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-03-26T00:00:00.000Z"	"4231 9TH STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4C"	"FOURTH"	"38.942555"	"-77.024914"
	"67005302"	"EL'POLLO SABROSO, INC."				"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-08-07T00:00:00.000Z"	"1434 PARK ROAD NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.930528"	"-77.034036"
	"931316000078"	"ELAINE'S ONE LLC."				"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-04T00:00:00.000Z"	"715 8TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.8807"	"-76.995331"
"ABRA-060635"	"53003241"	"ELLA'S WOOD-FIRED PIZZA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"901 F STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.897549"	"-77.02431"
"ABRA-070947"	"53003241"	"ELLA'S WOOD-FIRED PIZZA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"901 F STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.897549"	"-77.02431"
	"70107718"	"ELM TREE CAFE INC"				"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-08-04T00:00:00.000Z"	"1701 6TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.912768"	"-77.01966"
	"50008502"	"ELMOHTASEB INC."				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"2030 M STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2A"	"SECOND"	"38.905356"	"-77.046275"
	"64000265"	"ELMOHTASEB INC. T/A SUBWAY"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1666 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902192"	"-77.038022"
	"64000265"	"ELMOHTASEB INC. T/A SUBWAY"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1666 K STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.902192"	"-77.038022"
	"70109454"	"ELSIE WHITLOW STOKES COMMUNITY FREEDOM PUBLIC CHAR"				"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2014-10-31T00:00:00.000Z"	"3700 OAKVIEW TERRACE NE"	"WASHINGTON"	"DC"	"20017"	"5"	"5A"	"FIFTH"	"38.93499"	"-76.990087"
	"931315000045"	"elzam llc; wisal i elhadi"				"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-11-21T00:00:00.000Z"	"1778 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"2"	"2B"	"THIRD"	"38.91675"	"-77.041219"
"ABRA-072611"	"67001110"	"EMBASSY SUITES CHEVY CHASE PAVILION"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-08-28T00:00:00.000Z"	"5335 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3E"	"SECOND"	"38.960374"	"-77.084909"
"ABRA-074223"	"67001110"	"EMBASSY SUITES CHEVY CHASE PAVILION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-08-28T00:00:00.000Z"	"5335 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3E"	"SECOND"	"38.960374"	"-77.084909"
"ABRA-090196"	"67001110"	"EMBASSY SUITES CHEVY CHASE PAVILION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-08-28T00:00:00.000Z"	"5335 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3E"	"SECOND"	"38.960374"	"-77.084909"
"ABRA-090239"	"67001110"	"EMBASSY SUITES CHEVY CHASE PAVILION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-08-28T00:00:00.000Z"	"5335 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3E"	"SECOND"	"38.960374"	"-77.084909"
"ABRA-095410"	"67001110"	"EMBASSY SUITES CHEVY CHASE PAVILION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-08-28T00:00:00.000Z"	"5335 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3E"	"SECOND"	"38.960374"	"-77.084909"
"ABRA-085720"	"70108525"	"EPICUREAN FOODS, LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-05-09T00:00:00.000Z"	"4250 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.94507"	"-77.064589"
	"931312000136"	"EPISCOPAL CHURCH HOME FRIENDSHIP INC"				"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"4201 BUTTERWORTH PLACE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3E"	"SECOND"	"38.949073"	"-77.082369"
"ABRA-096730"	"931315000082"	"EQUINOX SPORTS CLUB"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-28T00:00:00.000Z"	"1170 22ND STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904829"	"-77.049104"
"ABRA-096730"	"931315000082"	"EQUINOX SPORTS CLUB"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-28T00:00:00.000Z"	"1170 22ND STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904829"	"-77.049104"
"ABRA-096730"	"931315000082"	"EQUINOX SPORTS CLUB"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-28T00:00:00.000Z"	"1170 22ND STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904829"	"-77.049104"
"ABRA-096730"	"931315000082"	"EQUINOX SPORTS CLUB"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-28T00:00:00.000Z"	"1170 22ND STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904829"	"-77.049104"
	"41000760"	"ERCILIA'S RESTAURANT INCORPORATED"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-14T00:00:00.000Z"	"3070 MOUNT PLEASANT STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1D"	"FOURTH"	"38.928589"	"-77.037532"
"ABRA-015698"	"64000648"	"ERITREAN CULTURAL AND CIVIC CENTER"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"600 L STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.904017"	"-77.020189"
	"931315000199"	"ESENCIAS PANAMENAS LLC."				"ACTIVE"	"Restaurant"	"2015-07-01T00:00:00.000Z"	"2017-06-30T00:00:00.000Z"	"2015-07-10T00:00:00.000Z"	"3322 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.931631"	"-77.023852"
"ABRA-082451"	"931314000064"	"ESL DEVELOPMENT LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-12-17T00:00:00.000Z"	"2005 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.917261"	"-77.03164"
"ABRA-099558"	"931316000096"	"ESPITA MEZCALERIA"	"C"		"405.1 New Const"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"1250 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2F"	"THIRD"	"38.906936"	"-77.02419"
"ABRA-083263"	"70105549"	"ESTADIO RESTAURANT"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"1520 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.910256"	"-77.03221"
"ABRA-078332"	"931315000084"	"et volia"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-05T00:00:00.000Z"	"5120 MACARTHUR BOULEVARD NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3D"	"SECOND"	"38.925435"	"-77.102318"
"ABRA-070728"	"64003090"	"ETETE THIOPIAN CUISINE INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-10-07T00:00:00.000Z"	"1942 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.916753"	"-77.024214"
"ABRA-098287"	"931313000237"	"ETHIO-AMERICA FLAVORS LLC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-06-01T00:00:00.000Z"	"2017-05-31T00:00:00.000Z"	"2015-05-27T00:00:00.000Z"	"3629 12TH STREET NE"	"WASHINGTON"	"DC"	"20017"	"5"	"5A"	"FIFTH"	"38.934327"	"-76.990953"
"ABRA-091373"	"931313000044"	"ETHIOPIA RESTAURANT AND MARKET"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2015-04-20T00:00:00.000Z"	"4630 14TH STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4C"	"FOURTH"	"38.947"	"-77.033006"
"ABRA-083149"	"70101803"	"ETHIOPIC RESTAURANT"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-02-18T00:00:00.000Z"	"401 H STREET NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.900024"	"-77.00039"
"ABRA-088504"	"931313000213"	"ETTO"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-03-17T00:00:00.000Z"	"1541 14TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"THIRD"	"38.910976"	"-77.031673"
"ABRA-060779"	"64003552"	"EUROCHEF LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-10-01T00:00:00.000Z"	"2016-09-30T00:00:00.000Z"	"2014-09-23T00:00:00.000Z"	"514 8TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.882205"	"-76.994604"
"ABRA-086033"	"64003552"	"EUROCHEF LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-10-01T00:00:00.000Z"	"2016-09-30T00:00:00.000Z"	"2014-09-23T00:00:00.000Z"	"514 8TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.882205"	"-76.994604"
	"69011205"	"EXCEL ACADEMY PUBLIC CHARTERED SCHOOL"				"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2016-03-17T00:00:00.000Z"	"2501 MARTIN LUTHER KING JR AVENUE SE"	"WASHINGTON"	"DC"	"20020"	"8"	"8C"	"SEVENTH"	"38.859762"	"-76.995355"
	"69011205"	"EXCEL ACADEMY PUBLIC CHARTERED SCHOOL"				"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2016-03-17T00:00:00.000Z"	"2501 MARTIN LUTHER KING JR AVENUE SE"	"WASHINGTON"	"DC"	"20020"	"8"	"8C"	"SEVENTH"	"38.859762"	"-76.995355"
"ABRA-001269"	"50009045"	"EXCHANGE INDUSTRIES INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-22T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
"ABRA-092808"	"50009045"	"EXCHANGE INDUSTRIES INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-22T00:00:00.000Z"	"1730 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898737"	"-77.040228"
"ABRA-060872"	"50005989"	"EXPO RESTAURANT & LOUNGE INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-13T00:00:00.000Z"	"1928 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"1"	"1B"	"THIRD"	"38.916386"	"-77.024209"
"ABRA-000755"	"69008878"	"EYE BAR"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"1716 I STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.90106"	"-77.040342"
"ABRA-083133"	"69008878"	"EYE BAR"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-02-29T00:00:00.000Z"	"1716 I STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.90106"	"-77.040342"
	"931315000095"	"EYE STREET GRILL"				"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-12T00:00:00.000Z"	"1575 I STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2B"	"SECOND"	"38.901606"	"-77.035469"
"ABRA-093542"	"931314000213"	"EZ GROUP LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"2436 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.92145"	"-77.032169"
"ABRA-093542"	"931314000213"	"EZ GROUP LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"2436 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.92145"	"-77.032169"
	"40006846"	"EZHA INCORPORATED"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-22T00:00:00.000Z"	"1900 G STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898161"	"-77.043861"
	"40006846"	"EZHA INCORPORATED"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-22T00:00:00.000Z"	"1900 G STREET NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.898161"	"-77.043861"
"ABRA-083131"	"70100129"	"EZME INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2016 P STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909446"	"-77.045648"
"ABRA-091333"	"70100129"	"EZME INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2016 P STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909446"	"-77.045648"
